race	trait_name	replaces	source	description	url
Gnomes	Magical Linguist	Gnome Magic, Illusion Resistance	Advanced Race Guide pg. 32	Gnomes study languages in both their mundane and supernatural manifestations. Gnomes with this racial trait add +1 to the DC of spells they cast with the language-dependent descriptor or those that create glyphs, symbols, or other magical writings. They gain a +2 racial bonus on saving throws against such spells. Gnomes with Charisma scores of 11 or higher also gain the following spell-like abilities: 1/day—arcane mark, comprehend languages, message, read magic. The caster level for these effects is equal to the gnome’s level. This racial trait replaces gnome magic and illusion resistance.<br>Pyromaniac<br>Source Advanced Race Guide pg. 33, Advanced Player's Guide pg. 15<br>Gnomes with this racial trait are treated as one level higher when casting spells with the fire descriptor, using granted powers of the Fire domain, using the bloodline powers of the fire elemental bloodline or the revelations of the oracle’s flame mystery, and determining the damage of alchemist bombs that deal fire damage (this ability does not give gnomes early access to level-based powers; it only affects the powers they could use without this ability). Gnomes with Charisma scores of 11 or higher also gain the following spell-like abilities: 1/day—dancing lights, flare, prestidigitation, produce flame. The caster level for these effects is equal to the gnome’s level; the DCs are Charisma-based. This racial trait replaces gnome magic and illusion resistance.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Fey Magic (HftF)	Gnome Magic, Illusion Resistance, Obsessive	Heroes from the Fringe pg. 16	Gnomes with this racial trait increase the DC of spells of the compulsion subschool they cast by 1. Additionally, if the gnome has a Charisma score of 11 or higher, she also gains the following spell-like abilities: 1/ day—charm person, dancing lights, entangle, and prestidigitation. The caster level for these effects is equal to the gnome’s level. The DC for these spells is equal to 10 + the spell’s level + the gnome’s Charisma modifier.<br>This replaces gnome magic, illusion resistance, and obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Vivacious	Gnome Magic, Keen Senses	Inner Sea Races pg. 211	Some gnomes retain a trace of the vitality of the First World. These gnomes recover 50% more hit points (minimum 1) whenever they recover hit points from rest. Whenever they are healed of hit point damage by a spell, they heal an additional amount equal to 1/2 the spell’s caster level (minimum 0). The extra healing does not apply to spells that grant fast healing or similar effects. This racial trait replaces gnome magic and keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Bleachling	Gnome Magic, Obsessive	Legacy of the First World pg. 6	Gnomes who have survived the Bleaching are immune to effects of the Bleaching thereafter. These gnomes gain two favored classes: druid, and their choice of any other class. They lose all spell-like abilities granted by the gnome magic racial trait except speak with animals, but they can use their speak with animals spell-like ability three times per day. This racial ability replaces obsessive and alters gnome magic.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Explorer	Hatred, Obsessive	Advanced Race Guide pg. 32	Many gnomes are obsessed with seeing as much of the world as possible, rather than perfecting some specific talent or vocation. These gnomes gain a +2 racial bonus on Climb checks and checks for one Knowledge skill of their choice. This racial trait replaces hatred and obsessive.<br>Wright<br>Source Inner Sea Races pg. 211<br>Some gnomes prefer to use their natural talents with mechanisms to drive machines. These gnomes gain a +2 racial bonus on driving checks and on Craft checks to build or repair vehicles. This racial trait replaces hatred and obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Intrepid Settler	Illusion Resistance, Keen Senses, Obsessive	Inner Sea Races pg. 211	Some gnomes add to the thrill of living by settling in precarious places such as the flotsam of Gogpodda or the treehouses of Omesta. These intrepid gnomes gain a +2 racial bonus on saving throws against fear effects and on Acrobatics, Climb, and Swim checks. This racial trait replaces illusion resistance, keen senses, and obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Knack with Poison	Illusion Resistance, Obsessive	Advanced Race Guide pg. 32	Some gnomes have an instinctive understanding of poisons and their uses. Gnomes gain a +2 racial bonus on Fortitude saves against poison and a +2 bonus on Craft (alchemy) checks to make poison. The bonus on Fortitude saving throws against poisons increases to +4 if the gnome accidentally poisons himself when applying or readying the substance. This racial trait replaces illusion resistance and obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Blended View	Keen Senses	Blood of Shadows pg. 5	Prerequisite: low-light vision. Half-drow whose non-drow parent had low-light vision might be blessed with a legacy of versatile senses. Characters with this trait keep their low-light vision but also gain darkvision to a distance of 60 feet.<br>Elves or gnome can take this trait in place of keen senses. Half-elves can take this trait in place of multitalented.<br>Dusksight<br>Source Blood of Shadows pg. 4<br>Characters who operate below canopies or fight in dimly lit caves and shadowy planes of existence learn to use their low-light vision to deduce a foe’s position from the flickers of shadows around a target. When making ranged attacks, characters with this trait can reroll the miss chance granted by cover to any target in dim light, and take the better of the two rolls. The miss chance for total concealment applies normally.<br>Dwarves can take this trait in place of hatred and darkvision, also gaining low-light vision. Elves, gnomes, half-elves, and halflings can take this trait in place of keen senses. Half-orcs can take this trait in place of weapon familiarity, also gaining low-light vision.<br>Nature Affinity<br>Source Heroes from the Fringe pg. 16<br>Gnomes with this racial trait gain a +2 racial bonus on Fortitude saves against diseases and poisons inflicted by fey, plants, and forest-related hazards. This replaces keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Architectural Ingenuity	Keen Senses, Obsessive	Inner Sea Races pg. 211	Some gnomes demonstrate incredible talent for building and adjusting structures. These gnomes gain a +2 racial bonus on Knowledge (engineering) checks and on Craft and Perception checks related to structures (including structural traps). This racial trait replaces keen senses and obsessive.<br>Inquisitive<br>Source Horror Adventures pg. 39<br>Gnomes have a knack for being in places they shouldn’t be. Gnomes with this trait gain a +2 racial bonus on Disable Device and Escape Artist checks. This racial trait replaces keen senses and obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Behind the Veil	Low-Light Vision	Blood of Shadows pg. 4	Characters with this trait slyly cover their body language and movements by acting in a shadowed or partitioned areas. These characters gain a +2 bonus on Bluff and Sleight of Hand checks while benefiting from concealment or cover.<br>Dwarves can take this trait in place of stonecunning. Elves, gnomes, and half-elves can take this trait in place of low-light vision. Half-orcs can take this trait in place of intimidating, also gaining the shadow blendingARG fetchling racial trait. Halflings can take this trait in place of weapon familiarity.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Darkvision	Low-Light Vision, Keen Senses	Advanced Race Guide pg. 32	Some gnome strains have lived in the underground depths for so long they have given up on light entirely and gained darkvision with a range of 60 feet. This racial trait replaces low-light vision and keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Academician	Obsessive	Advanced Race Guide pg. 32	Some gnomes are more academically inclined than their kin. Gnomes with this racial trait gain a +2 bonus on any single Knowledge skill. This racial trait replaces the obsessive racial trait.<br>Artistic<br>Source Heroes from the Fringe pg. 16<br>Gnomes with this racial trait gain a +2 racial bonus on a Perform skill of their choice.<br>This replaces obsessive.<br>Fey Magic (HotW)<br>Source Heroes of the Wild pg. 5<br>The character has a mystic connection to one terrain type, selected from the ranger's favored terrain list. The character selects three 0-level druid spells and one 1st-level druid spell. If the character has a Charisma score of 11 or higher, when in the selected terrain, she gains these spells as spell-like abilities that can be cast once per day. The caster level for these effects is equal to the user's character level. The DC for the spell-like abilities is equal to 10 + the spell's level + the user's Charisma modifier. These spells are treated as being from a fey source for the purposes of the druid's resist nature's lure class feature and similar abilities.<br>A dwarf can take this trait in place of greed and stonecunning. An elf, half-elf, or halfling can take this trait in place of keen senses. A gnome can take this trait in place of obsessive. A half-orc can take it in place of orc ferocity. A human can take it in place of skilled. A human who replaces skilled with fey magic also gains fey thoughts and low-light vision.<br>Nosophobia<br>Source Legacy of the First World pg. 12<br>Gnomes are humanoid, rather than fey, and are therefore not particularly susceptible to the Darkblight contagion afflicting the fey of the Fangwood. Nevertheless, many gnomes grow up fearing its taint and are obsessive about training their bodies to stave off illness of all kinds. These gnomes gain a +4 bonus on Fortitude saves against disease and poison, including magical diseases. This racial trait replaces obsessive.<br>Student of the City<br>Source Heroes of the Streets pg. 8<br>Gnomes of the city learn all they can from newcomers and tend to make contacts in all quarters. They gain a +2 racial bonus on Knowledge (local) checks, and can use that skill to gather information in place of Diplomacy. This racial trait replaces obsessive.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Gnomes	Dimdweller	Weapon Familiarity	Blood of Shadows pg. 4	Characters with this trait are at home in gloomy conditions. Whenever these characters benefit from concealment or full concealment due to darkness or dim light, they gain a +2 racial bonus on Intimidate, Perception, and Stealth checks.<br>Dwarves can take this trait in place of the greed and stonecunning traits. Elves, gnomes, halflings, and half-orcs can take this trait in place of weapon familiarity. Half-elves can take this trait in place of adaptability. Humans can take this trait in place of the skilled trait, also gaining darkvision to a range of 60 feet.<br>Fey Fortitude<br>Source Heroes from the Fringe pg. 16<br>Gnomes with this racial trait are infused with a connection to life. They gain a +2 racial bonus on saves to resist death effects.<br>This replaces weapon familiarity.<br>Fey Thoughts<br>Source Heroes of the Wild pg. 5<br>The character sees the world more like a native of the First World. Select two of the following skills: Acrobatics, Bluff, Climb, Diplomacy, Disguise, Escape Artist, Fly, Knowledge (nature), Perception, Perform, Sense Motive, Sleight of Hand, Stealth, Swim, or Use Magic Device. The selected skills are always class skills for the character.<br>A dwarf can take this trait in place of hatred. An elf, gnome, or half-orc can take this trait in place of racial weapon familiarity. A half-elf can take this trait in place of multitalented. A halfling can take it in place of fearless. In the case of humans, this trait replaces the skilled trait (and the human also gains fey magic and low-light vision, as detailed in Fey Magic, above).<br>Shadowhunter<br>Source Blood of Shadows pg. 5<br>Those who understand the connection between shadows and the Negative Energy Plane know how to fight the spirits of darkness. Characters with this trait deal 50% weapon damage to incorporeal creatures when using nonmagical weapons (including natural and unarmed attacks), as if using magic weapons. They also gain a +2 bonus on saving throws to remove negative levels, and recover physical ability damage from attacks by undead creatures at a rate of 2 points per ability score per day (rather than the normal 1 point per ability score per day).<br>Dwarves, elves, gnomes, half-orcs, and halflings can take this trait in place of weapon familiarity. Half-elves can take this trait in place of elven immunities. Humans can take this trait in place of their bonus feat, also gaining Iron Will as a bonus feat.<br>Sound Mimicry<br>Source Heroes from the Fringe pg. 16<br>Gnomes with this racial trait are skilled at imitating sounds and voices. Doing so requires a Bluff check opposed by the listener’s Sense Motive check, and the gnome gains a +4 racial bonus on Bluff checks to mimic sounds (including accents and speech patterns) she has listened to for at least 10 minutes. Listeners unfamiliar with a particular sound take a –4 penalty on the Sense Motive check.<br>This replaces weapon familiarity.	https://aonprd.com/RacesDisplay.aspx?ItemName=Gnome
Half-Elves	Kindred-Raised	Ability Score Modifiers, Adaptability, Elven Immunities, Keen Senses, Multitalented	Inner Sea Races pg. 212	While most think of people with one human and one elven parent when they think of half-elves, some half-elves are raised by two half-elven parents. Such half-elves feel less like outsiders, making them more confident, but less adaptable without the exposure to a human parent. They gain a +2 bonus to Charisma and one other ability score of their choice. This racial trait replaces the half-elf ’s usual racial ability score modifiers, as well as adaptability, elven immunities, keen senses, and multitalented.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Alert for Betrayal	Adaptability	Legacy of the First World pg. 12	Some half-elves’ skepticism of apparent allies makes them cynical and stubborn. These half-elves gain a +2 racial bonus on saves against illusion spells and effects. Perception and Sense Motive are class skills for them. This racial trait replaces adaptability.<br>Ancestral Arms<br>Source Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17<br>Some half-elves receive training in an unusual weapon. Half-elves with this racial trait receive Exotic Weapon Proficiency or Martial Weapon Proficiency with one weapon as a bonus feat at 1st level. This racial trait replaces the adaptability racial trait.<br>Dimdweller<br>Source Blood of Shadows pg. 4<br>Characters with this trait are at home in gloomy conditions. Whenever these characters benefit from concealment or full concealment due to darkness or dim light, they gain a +2 racial bonus on Intimidate, Perception, and Stealth checks.<br>Dwarves can take this trait in place of the greed and stonecunning traits. Elves, gnomes, halflings, and half-orcs can take this trait in place of weapon familiarity. Half-elves can take this trait in place of adaptability. Humans can take this trait in place of the skilled trait, also gaining darkvision to a range of 60 feet.<br>Drow-Trained<br>Source Darklands Revisited pg. 7<br>Darkborn (half-elves descended from drow) are proficient with the hand crossbow, rapier, and shortsword. This racial trait replaces the adaptability racial trait.<br>Dual Minded<br>Source Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17<br>The mixed ancestry of some half-elves makes them resistant to mental attacks. Half-elves with this racial trait gain a +2 bonus on all Will saving throws. This racial trait replaces the adaptability racial trait.<br>Integrated<br>Source Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17<br>Many half-elves are skilled in the art of ingratiating themselves into a community as if they were natives. Half-elves with this racial trait gain a +1 bonus on Bluff, Disguise, and Knowledge (local) checks. This racial trait replaces the adaptability racial trait.<br>Mordant Envoy<br>Source Heroes from the Fringe pg. 21, Bastards of Golarion pg. 7<br>Spireborn add +1 to the caster level of any transmutation spells they cast. Spireborn with a Charisma score of 11 or higher also gain the following spell-like abilities: 1/day—comprehend languages, detect secret doors, erase, and read magic. The caster level for these effects is equal to the Spireborn’s character level.<br>This replaces adaptability.<br>Sea Legs<br>Source Inner Sea Races pg. 212<br>Many half-elves find their way onto the water early in their youth, whether they live with trader families in or near Kyonin, work as smugglers around Lake Encarthan or the Inner Sea, or plunder alongside pirates. These half-elves receive a +2 racial bonus on Swim checks, as well as a +4 racial bonus on Acrobatics checks to move on narrow or slippery surfaces, and on Climb checks on docks and ships. This racial trait replaces adaptability.<br>Sociable<br>Source Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17<br>Half-elves are skilled at charming others and recovering from faux pas. If half-elves with this racial trait attempt to change a creature’s attitude with a Diplomacy check and fail by 5 or more, they can try to influence the creature a second time even if 24 hours have not passed. This racial trait replaces the adaptability racial trait.<br>Starchild<br>Source Horror Adventures pg. 40<br>Some half-elves descend from elves who are not from this world, but rather visitors from another world, plane, or dimension. Half-elves with this trait gain Psychic Sensitivity (Occult Adventures 138) as a bonus feat at 1st level. This racial trait replaces adaptability.<br>Voice in the Darkness<br>Source Blood of Shadows pg. 5<br>Prerequisite: Charisma 13+. Characters who practice coercion and intimidation in the Darklands or on the Shadow Plane learn to do so in dim light or no light at all. As long as they are in dim light or darker conditions, characters with this trait gain a +2 bonus on Intimidate and Stealth checks.<br>Dwarves can take this trait in place of stonecunning. Drow and elves can take this trait in place of weapon familiarity. Half-elves can take this trait in place of adaptability. Half-orcs can take this trait in place of intimidating.<br>Weapon Familiarity<br>Source Inner Sea Races pg. 212<br>Half-elves raised among elves often feel pitied and mistrusted by their longer-lived kin, and yet they receive training in elf weapons. They gain the elf ’s weapon familiarity trait. This racial trait replaces adaptability.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Dragon Soul	Adaptability, Elf Blood, Elven Immunities	Legacy of Dragons pg. 11	Some half-elves have forsaken a part of their lineage by embracing a more distant connection to dragons. Half-elves with this trait choose to count as either elves or humans for any effect regarding race. Additionally, half-elves with this trait also count as dragons for the purposes of effects targeting creatures by type (such as a ranger’s favored enemy and bane weapons, but not for prerequisites), and gain a +2 racial bonus on all saving throws against fear, sleep and paralysis effects. This trait replaces adaptability, elf blood, and elven immunities.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Eye for Opportunity	Adaptability, Keen Senses	Inner Sea Races pg. 211	Constantly facing the rough edges of two societies, some half-elves develop a knack for finding overlooked opportunities. They gain a +1 racial bonus on attacks of opportunity. This racial trait replaces adaptability and keen senses.<br>Spell Resistance<br>Source Blood of Shadows pg. 15<br>Some drow-blooded half-elves share the drow resistance to magic. A half-elf with this racial trait gains spell resistance equal to 6 + her character level. This racial trait replaces adaptability and keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Round Ears	Adaptability, Keen Senses, Low-Light Vision	Horror Adventures pg. 39	Sometimes half-elves are born with no obvious elven features. Their parents may even be humans with only faint traces of elven blood. They gain the human’s skilled racial trait. In addition, they receive a +4 racial bonus on Disguise checks to appear human. This racial trait replaces adaptability, keen senses, and low-light vision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Drow Magic	Adaptability, Multitalented	Advanced Race Guide pg. 42	A few half-elves with drow ancestry exhibit the innate magic of that race. Half-elves with this trait have drow blood somewhere in their background, and can cast dancing lights, darkness, and faerie fire each once per day, using the half-elf’s character level as the caster level for these spell-like abilities. This racial trait replaces the adaptability and multitalented racial traits.<br>Lesser Spell-Like Abilities<br>Source Blood of Shadows pg. 14<br>Half-elves with this trait can cast dancing lights, darkness, and faerie fire once each per day. The caster level for these effects is equal to the user’s character level. This racial trait replaces adaptability and multitalented.<br>Reflexive Improvisation<br>Source Inner Sea Races pg. 212<br>Half-elves raised among elves often stumble unprepared into each new stage of life because their elven relatives are unaccustomed to the speed of their maturation. They gain a +2 racial bonus on untrained skill checks. This racial trait replaces adaptability and multitalented.<br>Water Child<br>Source Advanced Race Guide pg. 42, Advanced Player's Guide pg. 17<br>Some half-elves are born of elves adapted to life on or near the water. These half-elves gain a +4 racial bonus on Swim checks, can always take 10 while swimming, and may choose Aquan as a bonus language. This racial trait replaces the adaptability and multitalented racial traits.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Drow Heritage	Bonus Languages	Blood of Shadows pg. 14	Half-elves with this trait count as drow for the purposes of any effect related to race, including prerequisites. This racial trait replaces the ability to choose any language as a bonus language, instead limiting the character to the bonus languages offered to drow.<br>Hidden Half-Breed<br>Source Blood of Shadows pg. 14<br>In benign communities, half-elves endure assumptions and bigotry based on ignorance and suspicion. In drow society, public knowledge of one’s mixed ancestry can mean a cruel death. Half-elves with this trait gain a +2 bonus on Bluff and Disguise checks to pass as fullblooded drow, elves, or humans. This racial trait replaces the ability to choose any language as a bonus language, instead limiting the character to the bonus languages offered to drow.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Cold-Honed	Elven Immunities	Heroes from the Fringe pg. 22	Snowborn can move through natural snow and ice at their normal speed and gain a +4 racial bonus on Fortitude saves to avoid nonlethal damage from cold environments.<br>This replaces elven immunities.<br>Dreamer<br>Source Horror Adventures pg. 39<br>Half-elves with this trait gain a +2 racial saving throw bonus against illusion spells and effects. In addition, when entering a dreamscape in a lucid body (Pathfinder RPG Occult Adventures 241), a half-elf with this racial trait treats her Charisma score as 2 points higher for the purpose of effects related to the Dimension of Dreams. This racial trait replaces elven immunities.<br>Shadowhunter<br>Source Blood of Shadows pg. 5<br>Those who understand the connection between shadows and the Negative Energy Plane know how to fight the spirits of darkness. Characters with this trait deal 50% weapon damage to incorporeal creatures when using nonmagical weapons (including natural and unarmed attacks), as if using magic weapons. They also gain a +2 bonus on saving throws to remove negative levels, and recover physical ability damage from attacks by undead creatures at a rate of 2 points per ability score per day (rather than the normal 1 point per ability score per day).<br>Dwarves, elves, gnomes, half-orcs, and halflings can take this trait in place of weapon familiarity. Half-elves can take this trait in place of elven immunities. Humans can take this trait in place of their bonus feat, also gaining Iron Will as a bonus feat.<br>Sophisticate<br>Source Inner Sea Races pg. 212<br>Half-elves who strive to embody the culture in which they live develop a keen instinct for the ebb and flow of fashions, fads, and political trends. They gain a +2 racial bonus on Knowledge (history) and Knowledge (local) checks and can use those skills untrained even for checks with a DC of 10 or more. This racial trait replaces elven immunities.<br>Thinblood Resistance<br>Source Heroes from the Fringe pg. 20, Bastards of Golarion pg. 6<br>Darkborn are accustomed to torture at the hands of their drow forebears and gain a +2 racial bonus on Fortitude saves against poison and disease, including magical diseases. Darkborn also gain the poison use ability and never risk poisoning themselves when applying poison to a weapon.<br>This replaces elven immunities.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Poison Minion	Elven Immunities, Keen Senses	Blood of Shadows pg. 5	Drow sometimes augment their slaves and frontline warriors by making them toxic, causing their bodies to internally produce mawbane poison (see below). The resulting poisonous creature makes a potent weapon in the effort to discourage neighboring monsters. Any creature that hits such a character with a bite attack is immediately exposed to its poison. The save DC for this poison is equal to 10 + 1/2 the character’s Hit Dice + the character’s Constitution modifier.<br>Mawbane Poison—ingested; save Fortitude as above; frequency 1/round for 4 rounds; effect 1d2 Constitution damage; cure 1 save.<br>Dwarves can take this trait in place of defensive training and hardy. Elves can take this trait in place of elven magic and weapon familiarity. Gnomes can take this trait in place of defensive training, gnome magic, and illusion resistance. Half-elves can take this trait in place of elven immunities and keen senses. Half-orcs can take this trait in place of orc ferocity and weapon familiarity. Humans can take this trait in place of skilled. Halfling physiology prevents them from taking this trait. Drow can take this trait in place of drow immunities, light blindness, spell resistance, and weapon familiarity. Wayangs can take this trait in place of light and dark, lurker, and shadow resistance.<br>Psychic Sensitivity<br>Source Blood of Shadows pg. 15<br>The Darklands is full of strange energies, and the drow or half-drow who live there practice bloody rituals in exchange for favor and power. Drow or half-elves with this trait gain the Psychic Sensitivity feat (Pathfinder Roleplaying Game Occult Adventures 138), gaining access to occult skill unlocks normally only available to psychic spellcasters. This racial trait replaces keen senses for drow and half-elves and drow immunities for drow or elven immunities for half-elves.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Elf-Scorned	Elven Immunities, Multitalented	Inner Sea Races pg. 211	Many half-elves, especially half-drow and half-Ekujae, are rejected by their elven parents and feel nothing but hatred and fear toward their inhuman ancestors. They gain a +1 racial bonus on attack rolls and a +2 dodge bonus to AC against elves. This racial trait replaces elven immunities and multitalented.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Darklands Guide	Keen Senses	Blood of Shadows pg. 5	Those who brave the lightless tunnels below Golarion’s surface learn to identify the dangerous phenomena that characterize the Darklands. Characters with this trait gain a +2 bonus on initiative checks, and on saves against traps and hazards when underground (from a lifetime of dodging accursed pools, cave-ins, and green slime).<br>Drow and half-elves can take this trait in place of keen senses. Tieflings can take this trait in place of the darkness spell-like ability.<br>Disregarded<br>Source Legacy of the First World pg. 5<br>Half-elves with this trait practice magical techniques to conceal their fey features from casual scrutiny. These half-elves treat their caster level as 1 higher when casting illusion spells. Half-elves with a Charisma score of 11 or higher also gain the following spell-like abilities 1/day—guidance, innocenceAPG, lullaby, and mage hand. The caster level for these effects is equal to the half-elf ’s level. The DC for these spells is equal to 10 + the spell’s level + the half-elf ’s Charisma modifier. This racial trait replaces keen senses.<br>Dusksight<br>Source Blood of Shadows pg. 4<br>Characters who operate below canopies or fight in dimly lit caves and shadowy planes of existence learn to use their low-light vision to deduce a foe’s position from the flickers of shadows around a target. When making ranged attacks, characters with this trait can reroll the miss chance granted by cover to any target in dim light, and take the better of the two rolls. The miss chance for total concealment applies normally.<br>Dwarves can take this trait in place of hatred and darkvision, also gaining low-light vision. Elves, gnomes, half-elves, and halflings can take this trait in place of keen senses. Half-orcs can take this trait in place of weapon familiarity, also gaining low-light vision.<br>Fey Magic<br>Source Heroes of the Wild pg. 5<br>The character has a mystic connection to one terrain type, selected from the ranger's favored terrain list. The character selects three 0-level druid spells and one 1st-level druid spell. If the character has a Charisma score of 11 or higher, when in the selected terrain, she gains these spells as spell-like abilities that can be cast once per day. The caster level for these effects is equal to the user's character level. The DC for the spell-like abilities is equal to 10 + the spell's level + the user's Charisma modifier. These spells are treated as being from a fey source for the purposes of the druid's resist nature's lure class feature and similar abilities.<br>A dwarf can take this trait in place of greed and stonecunning. An elf, half-elf, or halfling can take this trait in place of keen senses. A gnome can take this trait in place of obsessive. A half-orc can take it in place of orc ferocity. A human can take it in place of skilled. A human who replaces skilled with fey magic also gains fey thoughts and low-light vision.<br>Fraudulent<br>Source Heroes of the High Court pg. 15<br>To obtain and keep a position at court, some half-elves aren’t shy about exaggerating or fabricating claims to nobility. Half-elves with this racial trait gain a +1 racial bonus on Bluff checks, Knowledge (nobility) checks, and Linguistics checks to create forgeries. They need to spend only half as much on accessories (such as the jewelry required to accessorize a courtier’s or noble’s outfit) to appear suitable in a courtly setting. This racial trait replaces keen senses.<br>Sure Step<br>Source Blood of Shadows pg. 5<br>Adventurers can spend their whole careers in the alleys and sewers of large cities or the tunnels of the Darklands. Characters with this trait suffer no movement penalties when blinded or moving in darkness.<br>Drow and half-elves can take this trait in place of keen senses.<br>Wary<br>Source Advanced Race Guide pg. 42<br>Many half-elves have spent their long lives moving from place to place, often driven out by the hostility of others. Such experiences have made them wary of others’ motivations. Half-elves with this trait gain a +1 racial bonus on Sense Motive and Bluff checks. This racial trait replaces the keen senses racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Mismatched	Keen Senses, Low-Light Vision	Horror Adventures pg. 39	Rather than having bodily and facial features that are a blend of elven and human, or tending towards one parent or the other, a rare few half-elves have a strange combination of features. They have noticeable mismatched eyes and ears, as well as uneven limbs. Half-elves with this trait take a –2 penalty on Reflex saves but receive a +4 racial bonus on initiative checks. This racial trait replaces keen senses and low-light vision.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Behind the Veil	Low-Light Vision	Blood of Shadows pg. 4	Characters with this trait slyly cover their body language and movements by acting in a shadowed or partitioned areas. These characters gain a +2 bonus on Bluff and Sleight of Hand checks while benefiting from concealment or cover.<br>Dwarves can take this trait in place of stonecunning. Elves, gnomes, and half-elves can take this trait in place of low-light vision. Half-orcs can take this trait in place of intimidating, also gaining the shadow blendingARG fetchling racial trait. Halflings can take this trait in place of weapon familiarity.<br>Drow-Blooded<br>Source Advanced Race Guide pg. 42<br>Some half-elves born of drow parents exhibit more drow traits than others—particularly many of the physical features of the drow—and have darkvision 60 feet and light blindness. This racial trait replaces the low-light vision racial trait.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
Half-Elves	Child of the Sea	Low-Light Vision, Keen Senses	Heroes from the Fringe pg. 20	Shoreborn gain a +4 racial bonus on Swim checks as well as on Profession (sailor) checks and Wisdom checks to pilot a sea vessel. They also have an innate sense of direction and can never get lost at sea.<br>This replaces low-light vision and keen senses.	https://aonprd.com/RacesDisplay.aspx?ItemName=Half-Elf
