sphere_name	talent_name	talent_category	tags	prerequisites	base_cost	description	augments
Investigation	Investigate Area (analyze)	Base Talent				Analyze Skills:<br>Perception or Survival;<br>Analyze DC:<br>15.<br>You analyze a 20-foot cube that you can see, learning what has occurred in the area within the last hour. If a creature makes active attempts to hide their actions within the area, the DC may instead become 10 + the creature’s Stealth or Survival modifier (whichever is higher).<br>You may spend 1 use of skill leverage or 1 minute to learn what occurred within 1 hour per rank in the associated skill you possess. Generally, you can only discover movements and actions that could reasonably make an impression or track.<br>Simple:<br>You learn the movements made within the area (including objects), plus their direction and movement, how many creatures there were, and any simple actions they took in the area, such as falling prone, or any actions that could leave a considerable mark. This allows you to learn the exact location of creatures who are hiding or invisible, but does not ignore any cover or concealment they may possess.<br>Detailed (+5 DC):<br>As a simple analysis, but you learn the speed of the creature’s movements, how long ago these actions were taken, and complex actions they took within the area, such as manipulating an object, attacking, posturing during a long conversation, and any other actions that could feasibly leave a mark.	
Investigation	Survey Surroundings (analyze)	Base Talent	[utility]			Analyze Skills:<br>Perception or Survival;<br>Analyze DC:<br>15 (see text).<br>You analyze a 20-foot cube (or a room) that you can see, trying to pick out any points of interest within the room. This area increases by 10 feet for every 5 ranks in the associated skill you possess.<br>Simple:<br>You learn which escape route within the area (that you are aware of) is the easiest or quickest to access (or both). Additionally, you compare your analyze check result against the DC required to notice any hidden compartments, false openings, traps, doors, and clues that are within the area. This includes learning the triggers for any hazards you discover.<br>Detailed (+5 DC):<br>As a simple analysis, but you also notice something of particular interest or that is out of place, generally to direct you to something you may have overlooked or that is most important. This could also tell you that there is nothing of interest in the area if all potential avenues of investigation have been exhausted. Additionally, your analyze check result is treated as 5 higher for the purposes of this talent.	
Investigation	Close Strike (apply)	Base Talent				You gain a +2 insight bonus to attack rolls made to confirm critical hits against the analyzed creature, increasing by 1 for every 5 ranks you possess in the associated skill.<br>Additionally, whenever your weapon attack roll against the analyzed creature or object misses by 5 or less, your attack becomes a glancing hit. A glancing hit deals its original weapon damage, and the minimum damage for any additional damage dice as part of the attack (such as when using Vital Strike, or the flaming special weapon ability). A glancing hit does not add any additional damage bonuses (like adding your Strength bonus, or when using the Power Attack feat) to the damage roll, nor does it add additional damage or effects that would trigger from a successful attack, such as poison applied to a weapon. Damage penalties still apply to a glancing hit.<br>You can expend this application as a free action once per round after you make an attack roll but before the result, allowing you to reroll the attack roll until you roll higher than the original die roll.	
Investigation	Debilitating Blow (apply)	Base Talent				Whenever you successfully damage the analyzed creature, you deal an additional amount of precision damage equal to your operative ability modifier (minimum 1). If the attack was a successful critical hit, this extra damage increases by an amount equal to half your ranks in the associated skill. This precision damage can only be dealt once per round, and is not multiplied on a critical hit.<br>You can expend this application as part of successfully damaging the analyzed creature, imposing a -2 penalty to the next saving throw they attempt within the next ten minutes. The penalty increases by 1 per 5 ranks in the associated skill you possess.	
Investigation	Disrupt Focus (apply)	Base Talent				You gain a +2 insight bonus to saving throws attempted against the analyzed creature’s abilities, which increases by 1 for every 10 ranks in the associated skill you possess.<br>Additionally, you can spend a swift action and attempt a melee touch attack against the analyzed creature. If you succeed, the creature suffers a -2 penalty to concentration checks and mental-based skill checks and ability checks for 10 minutes. This penalty increases by 1 per 3 ranks in the associated skill you possess, and persists even when this application is expended.<br>You can expend this application as part of successfully damaging the analyzed creature, forcing them to succeed at a Fortitude saving throw or treat the damage dealt as being continuous for the purposes of concentration checks for 1 round, plus 1 round per 3 ranks in the associated skill you possess. Alternatively, you can expend this application as part of attempting a saving throw against one of the analyzed creature’s abilities (but before the result), allowing you to reroll the attempt.	
Investigation	Emotional Exploitation (apply)	Base Talent	[utility]			You gain a +2 insight bonus to Intimidate checks to demoralize or insult, Knowledge checks to perplex, to checks attempted as an impressive display of skill, or to any other skill checks that inflict an emotion effect against the analyzed creature. These bonuses increase by 1 for every 5 ranks in the associated skill you possess. Additionally, you can take a -5 penalty when attempting to insult or perplex the analyzed creature to do so as a move action.<br>You can expend this application as part of the action to inflict an emotion-based condition against the analyzed creature to increase the severity of the condition by one step; the creature can negate this increase in severity by succeeding at a Will saving throw.	
Investigation	Exploit Flaw (apply)	Base Talent				You find a weak or fragile area within the analyzed target. You treat the target’s hardness or damage reduction as being 3 lower against your attacks. Additionally, you treat any chance to negate a critical hit or precision damage the analyzed target possesses as being 10% lower against your attacks.<br>These reductions increase by 1 and 10% respectively for every 3 ranks in the associated skill you possess. Creatures who are normally immune to critical hits and precision damage (including creatures with 100% fortification or more) are treated as having a 100% chance to negate the critical hit or precision damage, reduced as normal by this application.<br>You can expend this application as part of successfully damaging the analyzed creature, reducing any armor or natural armor bonus they possess by 2, plus 1 per 5 ranks in the associated skill until the creature (or armor) regains hit points.	
Investigation	Insightful Dodge (apply)	Base Talent				You can spend an immediate action or expend an attack of opportunity whenever the analyzed creature targets you within an ability or effect that requires an attack roll, granting yourself a 20% miss chance against the attack. This increases by 5% for every 2 ranks in the associated skill you possess.<br>You can expend this application as an immediate action whenever the analyzed creature makes an attack against you, attempting a Sense Motive check (or the original analyze skill used) and using the result in place of your AC for the triggering attack.	
Investigation	Slip Notice (Apply)	Base Talent	[3PP]			Source:<br>Baron’s Glorious Arena<br>You gain a +2 insight bonus to Acrobatics checks to move through the target’s threatened area, Bluff checks made to feint or create a diversion for the target, Sleight of Hand checks made against the target, and Stealth checks made to hide from the target. These bonuses increase by 1 for every 5 ranks in the associated skill you possess. Additionally, you can take a -5 penalty when attempting to feint, create diversion, or make a Sleight of Hand check against the analyzed creature to reduce the action by 1 step, to a minimum of a swift action.<br>You can expend this application as a free action that can be taken outside your turn to gain positional concealment from the analyzed creature and to not provoke attacks of opportunity from it until the end of your next turn.	
Investigation	Vicious Strike (apply)	Base Talent				Whenever you successfully damage the analyzed creature, they must succeed at a Fortitude saving throw or have their movement speeds halved for 1 round and be unable to 5-foot step during this time.<br>You can expend this application as part of successfully damaging the analyzed creature, forcing them to attempt a Fortitude saving throw. On a failure, they become exhausted for 1 round, plus 1 round per 5 ranks in the associated skill you possess. On a successful save, they become fatigued for the duration instead.	
Investigation	Analytic Gaze	Base Talent	[approach]	Prerequisites:		Sense Motive 7 ranks, Investigation sphere.<br>You adopt this approach as a standard action and choose a single (analyze) talent you possess. Once per turn, you can analyze a creature you can perceive using the chosen (analyze) talent as a free action to attempt a simple analysis, or a swift action to attempt to gain a detailed analysis. You must pay any costs associated with using the (analyze) talent as normal.	
Investigation	Ascertain Equipment (analyze)	Base Talent	[utility]	Prerequisites:		Sense Motive 5 ranks, Investigation sphere.<br>Analyze Skills:<br>Appraise, Perception, or Sense Motive;<br>Analyze DC:<br>10 + the target’s Bluff, Stealth, or Reflex save modifier (whichever is higher)<br>You analyze a storage vessel, a 10-foot cube area, or a creature’s placement of various equipment and storage vessels they possess, such as bandoliers and bags, to learn what they may possess within them.<br>Simple:<br>You learn what the target has visibly equipped themselves with, in addition to gaining a sensory clue for any items that the target has stored on themselves but that are not necessarily visible. This could include hearing the ‘clink’ of glass against glass (for potions or vials), a slosh of liquid within their ring, the crinkle of many sheets of parchment, etc.<br>Detailed (+5 DC):<br>As a simple analysis, but you manage to extrapolate enough to successfully guess what items the target may possess, learning the exact items that the target has equipped and/or stored on themselves, including one of each of their functions, as long as the item has a caster level equal to or lower than your ranks in the associated skill. This could include hearing a batch of four healing potions, a single dose of poison within a ring, the crinkle of maps and important documents, or a +3 flaming longsword. This does not grant you insight into items contained within extradimensional storage.	
Investigation	Hyperaware Senses	Base Talent		Prerequisites:		Perception 5 ranks, Investigation sphere.<br>You can analyze using any of your senses, such as taste, smell, and touch. This also means exotic senses such as blindsight, tremorsense, and plantsight can be used to analyze.	
Investigation	Meticulous Inspection	Base Talent		Prerequisites:		Perception 10 ranks, Investigation sphere (Investigate Area).<br>Whenever you use the Investigate Area talent, the area increases to a 40-foot radius, and you double the period of time that you learn what has occurred within the area (normally 2 hours).<br>If you gain a detailed analysis when using the talent, you can spend an additional 2 uses of skill leverage to view the area as if you were there when those events took place. You can only perceive the analyzed area, but can otherwise perceive the exact actions that took place within the area (including conversations).<br>You can also use this to perceive the area with any special senses you may possess, or to use any abilities you possess against any creatures or objects within the analyzed area, as long as the ability does not affect the creature (for example, you could analyze a creature to determine their current hit points, but not use Diplomacy to change their attitude). Any duration-based abilities that are applied during this time (such as an (apply) talent) treat the time you are analyzing as the beginning of the ability's duration.	
Investigation	Psychometric Analysis (analyze)	Base Talent	[utility]	Prerequisites:		Appraise 7 ranks or Sense Motive 7 ranks, Investigation sphere.<br>Analyze Skills:<br>Appraise, Sense Motive, or Spellcraft;<br>Analyze DC:<br>20 + the previous owner’s Will save bonus + the object’s caster level (if any)<br>You can learn of an object’s previous user by drawing upon the subtle auras left upon the object. For every 4 ranks in the associated skill you possess, you learn of the next most recent owner.<br>Simple:<br>You learn about the race, gender, and age of the previous owner, in addition to catching glimpses of its general use. You also learn how the previous owner lost possession of the object, and their emotional reaction to losing it.<br>Detailed (+10 DC):<br>As a simple analysis, you may also immediately attempt to use a single (analyze) talent towards the previous owner, gaining information as if you were analyzing the last minute that they possessed the object.	
Investigation	Surmise Vulnerability (apply) (Su)	Base Talent		Prerequisites:		Sense Motive 7 ranks, Investigation sphere.<br>Using incredible deductive skills, you can create weaknesses where they do not usually exist. You treat any energy resistances the analyzed creature possesses as being 10 lower for the purposes of your attacks and effects.<br>You can expend this application as an immediate action whenever you successfully damage the analyzed creature, forcing them to succeed at a Fortitude saving throw or gain a vulnerability to a single damage type of your choice for 1 round, plus 1 round per 4 ranks in the associated skill you possess. This vulnerability is granted after your initial attack. On a successful save, this application is not expended.	
Investigation	Truthseeker	Base Talent	[utility]	Prerequisites:		Sense Motive 8 ranks, Investigation sphere (Gauge Deception).<br>Whenever you adopt the scrutinize approach, you can spend 1 use of skill leverage to gain an innate understanding into the target creature’s way of speaking. When you use the Gauge Deception talent to learn if a Bluff attempt would receive a penalty or bonus, you also learn the value of the adjustment. Additionally, whenever the scrutinized creature attempts an act of deception (including omitting information), they must succeed at a Will saving throw or have you become immediately aware of the attempt.	
Investigation	Unerring Observation	Base Talent	[utility]	Prerequisites:		Sense Motive 5 ranks, Investigation sphere (Ascertain Activities).<br>Whenever you use the Ascertain Activities talent, you can learn about the target’s actions within the last 48 hours.<br>If you gain a detailed analysis when using the talent, you can spend 1 use of skill leverage to also learn the exact location that the activity took place, which may provide context to the gained analysis.<br>For example, 'sitting in a library' would instead tell you the exact library the activity took place in. 'Running in a dusty street' would instead let you know the exact street and town (if relevant) the target was running in.	
Investigation	Basic Analysis	Drawback				You focus on the big picture rather than the details. You can only gain a simple analysis whenever you use your analyze ability, and cannot gain a detailed analysis despite your result. You gain the Broad Scrutiny, Group Analysis, or Share Insights talent.	
Investigation	Mental Probing	Drawback	[3PP]			Source:<br>Baron’s Glorious Arena<br>Your analytics rely on your ability to access the target telepathically. You can only analyze and scrutinize creature targets and can only analyze and scrutinize creatures who can be affected by mind-affecting effects. Any bonuses to saving throws against mind-affecting effects are added to any skill check DC made to analyze the target. You gain either the Auditory Analysis, Group Analysis, or Rapid Assessment talent.	
Investigation	Unorthodox Methods	Drawback	[alternate start]			You do not commonly use deduction and awareness to discern information, opting for more specific approaches.<br>When using your analyze ability, you cannot use Perception or Sense Motive as an analyze skill. If the talent does not have any alternative skills, you may not use the talent.<br>You gain an (analyze) talent that has an analyze skill other than Perception or Sense Motive. Choose one of those other analyze skills; that skill is your associated skill for the Investigation sphere.	
Destruction	Admixture	Base Talent				You may either increase the casting time of your destructive blast by one step or spend an additional spell point to apply two (blast type) talents instead of 1. The resultant blast does half of its damage of each type and any additional effects of the blast types are applied normally. If the die size for the two blasts are d8 and d6, use d8; if d8 and d4 use d6; if d6 and d4, use d4. If two blast types have different caster levels, then use the lower caster level for determining the admixtured blast’s caster level.<br>Special:<br>You do not increase the casting time or spend an additional spell point when using the Admixture talent with two blast types from the same blast type group.	
Destruction	Cascade Failure	Base Talent				When a creature receives damage from your destructive blast, it suffers a -1 penalty on all saving throws against your destructive blasts until the end of your next turn. This penalty stacks with itself if a target is damaged by your destructive blast more than once in a round.	
Destruction	Clinging Blast	Base Talent				You may spend an additional spell point to have all damage from the destructive blast be treated as continuous for the purposes of any concentration checks until the start of your next turn (Fortitude negates).	
Destruction	Crafted Blast	Base Talent				When making a destructive blast unaltered by a (blast type) talent, you may change the damage of the destructive blast to be either bludgeoning, piercing, or slashing, and may change all rolled 1’s and 2’s to 3’s.	
Destruction	Damage Control	Base Talent				You may choose to have all damage dealt by a destructive blast be nonlethal damage. Damage dealt is calculated as if the destructive blast was its original damage type as well as nonlethal (for example, an acid blast would still be subject to acid resistance), but the resulting damage is added to the target’s nonlethal damage total and not subtracted from their hit points. When using a (blast type) talent that already deals nonlethal damage, your destructive blast damage increases by +1 damage per die.<br>Alternatively, you may choose to deal no damage at all, only inflicting secondary effects, such as from (blast type) talents, or only expressing minor, controlled effects of the damage type you would normally deal with your destructive blast. For example, you might create a spark with a Fire Blast, drive a nail into wood with the bludgeoning force of a standard destructive blast, or make an indistinct sound with a Thunder Blast. These effects should never be powerful, and the GM is the final arbiter of what can be accomplished this way.	
Destruction	Demolition	Base Talent				You can tune your destructive blast more towards inanimate objects rather than creatures. When you use your destructive blast this way, you deal +1 damage per die and deal full damage to objects, ignoring any reduction that would normally apply from being an energy attack, ranged attack, ineffective weapon type, or similar effect, though hardness still applies. Anything other than an inanimate object struck by this kind of destructive blast only takes half damage from it.	
Destruction	Energetic Response	Base Talent				You can make attacks of opportunity with your destructive blast, as if it were a melee weapon. You are considered armed with your destructive blast, and if you possess the ability to make attacks of opportunity with ranged weapons, you may do so with a destructive blast. Using a destructive blast to make an attack of opportunity is considered a (blast shape), and you cannot use any effects that would increase its casting time, nor spend a spell point to increase its damage. Using your destructive blast this way does not provoke an attack of opportunity for the casting, though it may still provoke if used to make ranged attacks.<br>Wiki Note:<br>Absent other effects, Energetic Response does not allow you to use your destructive blast as part of an attack action, and broadly does not work with talents from Spheres of Might (including the Sentinel's Opportunistic Offense ability).	
Destruction	Epicenter	Base Talent				You are immune to any damage and other effects of your own destructive blasts. This includes ignoring difficult terrain from your Crystal Blast and immunity to your own Energy Wall, Energy Cloud, and any other blast shape with a non-instantaneous duration.	
Destruction	Extended Range	Base Talent	[range]			Increase the range of your destructive blast by 1 range level (close to medium, medium to long). You may select this talent multiple times. The effects stack.	
Destruction	Focused Blast	Base Talent				When making a destructive blast unaltered by a (blast shape) talent, your destructive blast damage increases by +1 damage per die.	
Destruction	Gather Energy	Base Talent				You may increase the casting time of your destructive blast by one step to reduce its spell point cost by 1 (to a minimum of 0).	
Destruction	Selective Blast	Base Talent				You may exclude one creature plus one per 10 caster levels from the area of your destructive blasts that have an instantaneous duration. You may spend a spell point to increase the number of excluded creatures by your casting ability modifier (minimum +1).	
Destruction	Spirit Blast	Base Talent				You can choose to have your destructive blasts affect spiritual targets. When used this way, your destructive blasts extend into the Ethereal Plane to affect ethereal targets normally, and does not halve damage or suffer a 50% failure chance against incorporeal targets.	
Destruction	Wingbind	Base Talent				When using a blast type that entangles, flying entangled targets that are entangled must succeed at an additional Reflex save or be unable to fly and fall to the ground. This does not affect creatures with magical flight.	
Destruction	Blast Salvo (blast shape)	Base Talent	[BaP]			Instead of a single destructive blast, you unleash a volley of destructive power. You deliver 2 surges, each requiring a melee touch attack or a ranged touch attack within range. A ranged surge counts as a ray attack. Each surge may be delivered at the same or different targets, but all surges must be delivered simultaneously. Determine the damage dealt by each surge by distributing the damage dice dealt by your destructive blast between each surge. A surge must deal at least 1 damage die or you do not create that surge. If you spend an additional spell point, you may deliver one additional surge, plus 1 surge for every 6 caster levels you possess.<br>Even if this (blast shape) damages a target more than once, this (blast shape) only counts as damaging a target once for the purposes of (blast type) effects and the Cascade Failure talent.<br>Additional effects from a destructive blast modified with this blast shape only affect a creature once regardless of how many times they are damaged.<br>Example:<br>A destructive blast which deals 7d6 damage could be distributed between the two surges as 3d6 and 4d6, 1d6 and 6d6, or any combination the caster chooses. Each surge must deal at least 1d6 damage, or the caster does not create it and the burst is lost.<br>A caster would only make a single disarm attempt against a creature struck multiple times by this blast shape when modified by the Static Blast blast type, and only applies additional effects from the Admixture talent or admixture feats to the damaged creature a single time. Effects not caused by the destructive blast, such as additional damage caused by the Fate sphere Harm (word), would trigger on each successful surge. Additional damage from other sources (such as the bonus damage from the Primal Blast feat) would apply to each surge. Sneak attack is never applied multiple times, as per the normal Paizo FAQ on spells and sneak attack, regardless of whether you are delivering melee or ranged surges.<br>Author's Note: - Blast Salvo and Spell Strike / Spell Combat<br>The Blast Salvo talent cannot be used alongside a magus's spell strike to deliver multiple surges; surges must be used as part of the same initial action (either casting, the initial spellstrike, etc.) or are lost. This talent is otherwise meant to be an analog to scorching ray with a melee option, not chill touch, and is not synergistic with spell combat or similar abilities.	
Destruction	Blast Trap (blast shape)	Base Talent				You may place a destructive blast onto an adjacent, unoccupied 5-foot square. Any creature who steps onto that square is affected by your destructive blast, and is allowed a Reflex save for half damage. A blast trap lasts for 10 minutes per caster level before becoming inert. This is a magical trap with a Perception DC and Disable Device DC equal to the blast’s save DC. You may have one active blast trap at a time, +1 per 10 caster levels; placing a trap beyond this limit deactivates an earlier trap of your choice.	
Destruction	Chain Blast (blast shape)	Base Talent				You may spend a spell point to arc your destructive blast between multiple targets. Choose a number of targets no greater than 1 + half your caster level (minimum 2 targets total). Make a ranged touch attack against each of them in order. No target can be farther than 10 feet + 5 feet per 5 caster levels from the previous target and no target can be targeted more than once. Should any of the targets fail to take damage, either by a missed attack, resistances, or other method, the chain stops and no further targets are damaged.	
Destruction	Energy Aura (blast shape)	Base Talent				As a move action, you may spend a spell point to surround yourself with an aura of elemental energies for a number of rounds equal to your casting ability modifier; any creature that ends its turn within 5 feet + 5 feet per 10 caster levels of you is affected by your destructive blast, though the damage is reduced to its minimum (so a 4d6 blast would deal 4 damage, or 12 with Crafted Blast). A Reflex save negates this damage. You may only have one aura active at a time; casting it again ends the previous instance.	
Destruction	Energy Bomb (blast shape)	Base Talent	[instill]			As a standard action, you may touch a small container of liquid and spend a spell point to instill a destructive blast inside it. As a standard action, this can be primed and thrown as a splash weapon. A direct hit deals the destructive blast’s damage to the target and damage equal to the minimum blast damage is dealt in a 5-foot splash radius. Any creature taking damage from either the direct hit or the splash must save against any additional effects of the blast type.<br>This cannot be used with the Gather Energy talent. An instilled liquid remains potent until you rest to regain spell points. If you have equipment on hand (such as an alchemy lab), the cost of bottles and water is considered negligible. You may target food (in which instead of a splash weapon it affects the target who consumes it) but not an already-magical item, such as a potion. All spell points must be spent and all variables of the sphere effect must be chosen at the time the instilled liquid is created. You cannot instill multiple effects in a single liquid, nor create multiple instilled liquids with a single action.	
Destruction	Energy Leap (blast shape)	Base Talent				You may spend a spell point to move in a straight line up to your destructive blast’s range. This movement provokes attacks of opportunity as normal. You may pass through occupied spaces by making an overrun maneuver as a free action against the targets, using your caster level + your casting ability modifier in place of your base attack bonus + your Strength modifier for this check. If a target attempts to impede you during this overrun, they suffer the effects of your destructive blast (Reflex half), whether or not they succeed in stopping your movement. You may also attempt to crash through objects or barriers, dealing your destructive blast damage to them, and passing through unimpeded if this successfully destroys them. If, however, a target successfully stops you during an overrun or you are unable to destroy an object or barrier, your movement immediately stops at the nearest unoccupied space and you are staggered for one round.	
Destruction	Energy Satellite (blast shape)	Base Talent	[RW HB]			You may spend 1 spell point to form your destructive blast into 1 satellite that orbits your body that lasts for one minute per caster level or until discharged. This cannot be combined with Gather Energy or spending a spell point to increase the destructive blast’s damage. You may maintain 1 satellite at a time + 1 additional satellite per 10 caster levels. You may increase the casting time when using this (blast shape) by 1 step in order to form multiple satellites (up to your normal maximum). You may select different (blast types) for each satellite formed this way, spending any additional spell points or costs required.<br>As an immediate action, you may discharge a single satellite, targeting any creature within 5 feet + 5 feet per 2 caster levels to deal your destructive blast damage (Reflex half).	
Destruction	Energy Sphere (blast shape)	Base Talent				You may shape your destructive blast into a non-instantaneous sphere that fills a 5-foot square. Any creature within this space is dealt damage from your destructive blast (Reflex negates). This sphere has a 20 feet fly speed + 5 feet per 2 caster levels and perfect maneuverability, and wind does not affect its course. The sphere has a duration of concentration, but you may spend a spell point to increase this duration to 1 round per caster level.<br>As a move action, you may direct this sphere to move to a new location and strike a new target. Your sphere stops to attempt to deal damage whenever it enters a space with a creature, and cannot attempt to directly damage more than one target in this manner per round. Your sphere has no mass and does not impede movement, but creatures moving through its space must succeed at a Reflex save or suffer damage. Your sphere must stay within your destructive blast range or disappear.	
Destruction	Energy Strike (blast shape)	Base Talent	[strike]			As a standard action, you may make a single weapon attack in conjunction with making a destructive blast. This casting cannot be reduced below a standard action, and does not provoke attacks of opportunity, unless as usual if making a ranged attack. If the target is struck by the attack, it is also struck by the destructive blast. If using a scatter weapon, the blast only applies to a single target, chosen at the time of attack.	
Destruction	Energy Tether (blast shape)	Base Talent				You may send out a tendril of energy to bind your foe to you. Make a ranged touch attack against a target within range. If successful, the target suffers your destructive blast damage (Fortitude half). You may concentrate to maintain this tether each round, or may spend a spell point as a free action to allow it to persist for 1 round per caster level without concentration.<br>Each round a target remains bound by the tether, they suffer its damage (Fortitude half). The tether has 10 hit points plus 2 hit points per caster level, an AC of 5, hardness equal to 1/2 your caster level, and a Break DC equal to the blast’s DC. Neither you nor the tethered target may move further away from each other without first breaking the tether (you may dismiss a tether as a free action) or succeeding on a drag or reposition combat maneuver, pulling the other along with them. If you or the tethered target move closer to each other you may, as a swift action, shorten the tether; the new distance between you becomes the new length of the tether. You may also lengthen the tether as a swift action, but only to your maximum distance. Swarms may not be targeted with this blast shape. You cannot have more than one tether active at any one time; creating a second tether dismisses the first.	
Destruction	Energy Wall (blast shape)	Base Talent				You may craft your destructive blast into a 5-foot-by-5-foot cubic wall with a duration of concentration, so long as it is fully contained within your destructive blast range. You may spend a spell point to increase this effect and create a wall up to 20 feet high and up to 20 feet wide per caster level in a straight line, or a hemisphere with a radius up to 5 feet per 2 caster levels (minimum 5 feet). If used in either way, the duration increases to 1 round per caster level.<br>The wall does not block line of effect, line of sight, projectiles, or thrown objects. Creatures passing through your wall suffer your destructive blast’s damage and effects as normal. Creatures standing in the wall’s space when it is created are allowed a Reflex save to avoid damage.	
Destruction	Explosive Orb (blast shape)	Base Talent				You may transform your destructive blast into a burst effect centered anywhere within range. This destructive blast fills a single 5-foot square (Reflex negates). You may spend a spell point to increase this burst to a radius of up to 10 feet + 5 feet per 5 caster levels (Reflex half).	
Destruction	Guided Strike (blast shape)	Base Talent				You may spend a spell point to add a +20 circumstance bonus to your destructive blast’s attack roll.	
Destruction	Knight’s Blast (blast shape)	Base Talent	[Jester's HB]			You may spend a spell point to create a destructive blast which sharply turns. You may create up to a close-range line emanating from yourself but excluding yourself which travels half the total distance again at the end of its length at a 90 degree angle. Creatures in the effect are allowed a Reflex saving throw for half damage.<br>For example, you may fire a knight’s blast which travels 40 feet forward, then turns 90 degrees and travels 20 feet left, right, up, or down.<br>Special:<br>If you possess the Energy Leap talent, when you use the Energy Leap blast shape, at the end of your movement, you may spend an additional spell point to move half the total distance traveled again at a 90 degree angle.	
Destruction	Mutable Blast (blast shape)	Base Talent				You may give your destructive blast any array of strange shapes, as you require. Making a mutable blast costs 1 additional spell point. Each time you use Mutable Blast, you create any area you desire out of contiguous 5-foot cubes, up to a maximum of 5 cubes + 1 cube per 2 caster levels. At least one of these cubes must be in a square adjacent to you. All targets in the area are affected by your destructive blast, and can attempt a Reflex save to take half damage.	
Destruction	Rebuff (blast shape)	Base Talent				You may use your destructive blast to shield a target within range from ranged weapons, area effects, or even other destructive blasts for 1 round, giving them the benefits of evasion, a +2 cover bonus to AC vs. ranged attacks, and a +1 cover bonus to their Reflex saves. These bonuses increase by +2/+1 respectively for every 5 caster levels you possess.<br>By spending a spell point, you may perform a rebuff as an immediate action, or provide the benefits to all targets within 10-foot of you + 5 feet per 5 caster levels. You may spend 2 spell points to gain both of these benefits with the same rebuff.	
Destruction	Retributive Blast (blast shape)	Base Talent				Whenever a creature misses with a melee or melee touch attack against you, you may spend a spell point as an immediate action to affect that creature with a destructive blast. This does not provoke an attack of opportunity, and cannot be combined with Gather Energy or spending a spell point to increase its damage. The creature may attempt a Reflex save to negate the damage. You must be aware of the attack and able to act.	
Destruction	Sculpt Blast (blast shape)	Base Talent				You may spend a spell point to create a destructive blast as an area effect, affecting your choice of either a 10-foot radius + 5 feet per 5 caster levels burst, a close-range cone, or a medium-range line, each emanating from yourself but excluding yourself from the effects. You do not need to make any attack roll for area attacks, but creatures in the effect are allowed a Reflex saving throw for half damage. These ranges are not increased by the Extended Range talent or similar effects.	
Destruction	Acid Blast (blast type, acid)	Base Talent				Your destructive blast deals acid damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required suffers 1 point of acid damage per damage die the following round.	
Destruction	Adhesive Blast (blast type, acid)	Base Talent				You transmute your destructive blast into a sticky, acidic sap. Your destructive blast deals acid damage, and any creature struck by the attack or that failed their Reflex saving throw if one was required must succeed at a Reflex save or be entangled and unable to move for 1 round.	
Destruction	Air Blast (blast type, air)	Base Talent				You may change your destructive blast into a blast of air. An air blast deals nonlethal bludgeoning damage. You may make a bull rush as a free action at range against the target or targets struck by your air blast or that failed their Reflex saving throw if one was required. Your CMB for this check is your caster level + your casting ability modifier, and all targets are pushed from the point of origin of the effect. (This is usually yourself, but if using a talent such as Explosive Orb, it would be the center of the blast. If using Energy Wall, each square of wall is considered the center of effect for those who enter that section. If using Guided Strike, you may choose from which direction you want to push the target, even pushing them up or down if you should desire. Pushing a target into the ground knocks them prone if the bull rush is successful.)<br>If the target is knocked into a solid object, they suffer 1d6 bludgeoning damage, +1d6 for every 5 feet they would have continued past the barrier. You do not move with the targets of your bull rush.	
Destruction	Alkali Blast (blast type, acid)	Base Talent				Your destructive blast deals acid damage, using d4 instead of d6 as its damage die. You may make a trip attempt as a free action at range against the target or targets struck by your alkali blast or that failed their Reflex saving throw if one was required. Your CMB for this check is equal to your caster level + your casting ability modifier.	
Destruction	Alternyating Current (blast type, electricity)	Base Talent	[Catgirl HB]			Your destructive blast is a shocking current of latent static electricity built up by cats. An alternyating current blast deals electricity damage. Any creature struck by the attack or that failed their Reflex saving throw if one was required must take a 5-foot step. Affected creatures may take this 5-foot step in any direction they choose. If a creature was forced to take a 5-foot step by this effect, they may not take a 5-foot step during their next turn (but may otherwise move normally). If an affected creature would be forced to take a 5-foot step by this effect and could not, they do not move and cannot take a 5-foot step during their next turn (such as being surrounded by difficult terrain).	
Destruction	Attracting Blast (blast type, electric)	Base Talent	[LG]			Source:<br>Arcforge Players Compendium<br>You may change the damage type of your destructive blast from bludgeoning to electricity. Targets damaged by an attracting blast take a -2 penalty to AC for 1 round.	
Destruction	Battering Blast (blast type, stone)	Base Talent				Your destructive blast becomes a hail of smooth stones, dealing bludgeoning damage and using d4 instead of d6 as its damage die. You may make a bull rush as a free action at range against the target or targets struck by the attack or that failed their Reflex saving throw if one was required. Your CMB for this check is equal to your caster level + your casting ability modifier, and all targets are pushed from the point of origin of the effect. (This is usually yourself, but if using a talent such as Explosive Orb, it would be the center of the blast. If using Energy Wall, each square of wall is considered the center of effect for those who enter that section. If using Guided Strike, you may choose from which direction you want to push the target, even pushing them up or down if you should desire. Pushing a target into the ground knocks them prone if the bull rush is successful.)<br>If the target is knocked into a solid object, they suffer 1d6 bludgeoning damage, + 1d6 for every 5 feet they would have continued past the barrier. You do not move with the targets of your bull rush.<br>This blast ignores spell resistance, spell turning, and can penetrate a globe of invulnerability, antimagic field, or other forms of antimagic, and is not treated as a spell or magical for the purpose of bypassing damage reduction, damaging incorporeal creatures, or for creatures or classes that gain a bonus to saving throws against magic.	
